Picture_Number;Name_of_the_Artist;Date;Title;Epoch_Style;Category_Name;Width_original;Height_original;Width_unified;Height_unified;Position_Horizontal_Vertical;Subset_Rated_by_Everyone;All_Liking_M;All_Liking_SD;All_Valence_M;All_Valence_SD;All_Arousal_M;All_Arousal_SD;All_Visual_Complexity_M;All_Visual_Complexity_SD;All_Familiarity_M;All_Familiarity_SD;Female_Liking_M;Female_Liking_SD;Female_Valence_M;Female_Valence_SD;Female_Arousal_M;Female_Arousal_SD;Female_Visual_Complexity_M;Female_Visual_Complexity_SD;Female_Familiarity_M;Female_Familiarity_SD;Male_Liking_M;Male_Liking_SD;Male_Valence_M;Male_Valence_SD;Male_Arousal_M;Male_Arousal_SD;Male_Visual_Complexity_M;Male_Visual_Complexity_SD;Male_Familiarity_M;Male_Familiarity_SD;Source
50815;Kupka, František;1912;Untitled;Cubistic tendencies;Toward Abstract;1141;1600;856;1200;v;0;3,85;1,6311;4,85;1,268;4,8;1,4364;2,95;1,191;1,4;0,8826;3,9;2,079;5;1,633;5,5;0,9718;3,2;1,135;1,6;1,075;3,8;1,1353;4,7;0,8233;4,1;1,5239;2,7;1,252;1,2;0,6325;http://library.artstor.org
50816;Kupka, František;1919-20;The Coloroud One;Cubistic tendencies;Toward Abstract;1329;1600;997;1200;v;0;3,6;1,6351;4,55;0,9987;4,45;1,4681;3,55;1,234;1,35;0,9333;3,7;2,1108;4,8;1,1353;5;1,1547;3,8;1,317;1,6;1,2649;3,5;1,0801;4,3;0,8233;3,9;1,5951;3,3;1,16;1,1;0,3162;http://library.artstor.org
50817;Morgan, Russell;1914;Synchromy;Cubistic tendencies;Toward Abstract;1684;1600;1263;1200;h;0;3,45;1,5381;4,15;0,7452;3,3;1,4546;3,15;1,461;1,65;1,04;3,364;1,2863;4;0,7746;3,818;1,2505;3,73;1,555;1,545;0,9342;3,556;1,8782;4,333;0,7071;2,667;1,5;2,44;1,014;1,778;1,2019;http://commons.wikimedia.org/wiki/File:Morgan_Russell_-_Synchromy_-_Google_Art_Project.jpg
50818;Rivera, Diego;1914;The Rooftops;Cubistic tendencies;Toward Abstract;1338;1600;1004;1200;v;0;3,55;1,2763;3,85;0,8127;4,55;0,6048;3,8;1,473;1,4;0,9947;3,6;1,5055;3,8;0,7888;4,4;0,5164;3,5;1,509;1,3;0,9487;3,5;1,0801;3,9;0,8756;4,7;0,6749;4,1;1,449;1,5;1,0801;http://library.artstor.org
50819;Severini, Gino;unknown;Ballerina bow sea;Cubistic tendencies;Toward Abstract;1658;1600;1244;1200;h;0;4,1;2,0494;4,85;1,4609;4,4;1,5694;4,05;1,276;1,55;1,2344;4,7;2,1108;5,4;1,3499;4,8;1,4757;4;0,943;1,8;1,6193;3,5;1,9003;4,3;1,4181;4;1,633;4,1;1,595;1,3;0,6749;http://www.wikiart.org/en/gino-severini/ballerina-bow-sea
50820;Balla, Giacomo;1912;Speeding Automobile;Cubistic tendencies;Toward Abstract;1974;1600;1480;1200;h;0;3,4;1,667;3,1;0,8522;4,35;1,04;4,3;1,218;1,55;1,191;2,9;1,3703;3,1;0,8756;4,3;1,0593;4;0,943;1,7;1,4944;3,9;1,8529;3,1;0,8756;4,4;1,075;4,6;1,43;1,4;0,8433;http://library.artstor.org
50821;Balla, Giacomo;1913;Swifts, Paths of Movement and Dynamic Sequences;Cubistic tendencies;Toward Abstract;1971;1600;1478;1200;h;0;3,3;1,7502;3,45;0,9987;4,15;1,3485;4,65;1,348;1,15;0,4894;3;1,8028;3,333;1,118;4,333;1;5;0,866;1,222;0,6667;3,545;1,7529;3,545;0,9342;4;1,6125;4,36;1,629;1,091;0,3015;http://library.artstor.org
50822;Balla, Giacomo;1913-14;Abstract Speed and Sound;Cubistic tendencies;Toward Abstract;2339;1600;1752;1200;h;0;3,05;1,8202;3,9;0,9679;4,25;1,5174;3,7;1,455;1,25;0,7164;2,778;1,5635;3,889;1,1667;4,556;1,424;3,33;1,5;1,444;1,0138;3,273;2,0538;3,909;0,8312;4;1,6125;4;1,414;1,091;0,3015;http://library.artstor.org
50823;Balla, Giacomo;1914;Merkur zieht an der Sonne vorbei, gesehen durch ein Fernrohr;Cubistic tendencies;Toward Abstract;1017;1600;763;1200;v;0;3,3;1,4546;4;0,9177;3,4;1,1425;3,1;1,071;1,05;0,2236;3;1,4142;3,8;1,0328;3,5;1,0801;3;1,247;1,1;0,3162;3,6;1,5055;4,2;0,7888;3,3;1,2517;3,2;0,919;1;0;http://unidam.univie.ac.at
50824;Balla, Giacomo;Nov 10;Lampe ? Arc;Cubistic tendencies;Toward Abstract;1052;1600;789;1200;v;0;3,8;1,2397;4,45;1,0501;4,8;1,105;4,85;1,309;1,2;0,6959;4;1,3416;4,545;1,2136;4,545;1,0357;5,09;0,944;1,364;0,9244;3,556;1,1304;4,333;0,866;5,111;1,1667;4,56;1,667;1;0; 
50825;Boccioni, Umberto;Unknown;Dynamism of a Cyclit;Cubistic tendencies;Toward Abstract;2163;1600;1622;1200;h;0;3,3;1,9494;4,15;1,1821;5,15;0,8751;4,45;1,701;1,5;1,1471;3;1,633;3,9;1,1005;4,9;0,7379;4,4;1,265;1,6;1,075;3,6;2,2706;4,4;1,2649;5,4;0,9661;4,5;2,121;1,4;1,2649;http://library.artstor.org
50826;Boccioni, Umberto;1913;Dynamik eines Fußball-Spielers (Dinamismo di un Foot-baller);Cubistic tendencies;Toward Abstract;2560;2489;1241;1200;h;0;3,8;1,7351;4,4;1,1425;4,4;1,4654;4,2;1,508;1,85;1,5985;3,7;1,8886;4,5;1,0801;4,5;1,5811;4,5;1,434;2,3;2,1108;3,9;1,6633;4,3;1,2517;4,3;1,4181;3,9;1,595;1,4;0,6992;http://unidam.univie.ac.at
50827;Kupka, František;dec.09;Fugue in Red and Blue;Cubistic tendencies;Toward Abstract;1658;1600;1244;1200;h;0;3,5;1,6702;4,15;1,3485;4,1;1,4105;2,95;1,468;1,25;0,6387;3,5;2,0138;4,1;1,5239;4,9;0,9944;3,2;1,687;1,3;0,6749;3,5;1,354;4,2;1,2293;3,3;1,3375;2,7;1,252;1,2;0,6325;http://library.artstor.org
50828;Kupka, František;1912-13;Localization of Graphic Motifs II;Cubistic tendencies;Toward Abstract;1545;1600;1159;1200;v;0;3,55;1,7911;3,95;1,3563;4,9;1,1192;4,45;1,099;1,25;0,5501;3,4;1,8379;3,7;1,6364;5;0,9428;4,3;0,823;1,4;0,6992;3,7;1,8288;4,2;1,0328;4,8;1,3166;4,6;1,35;1,1;0,3162;http://jinapark.net/?p=587
51001;Demuth, Charles;1920;Machinery;Realistic tendencies II. (20th-21st century);Toward Abstract;1307;1600;980;1200;v;0;3,8;1,5424;4,05;0,8256;4,25;1,0195;4;1,214;1,4;0,8208;4;1,8974;3,727;0,7862;4,545;0,8202;4,55;1,214;1,545;0,9342;3,556;1,0138;4,444;0,7265;3,889;1,1667;3,33;0,866;1,222;0,6667;http://library.artstor.org
51002;O`Keeffe, Georgia;1919;Lake George, Coat and Red;Realistic tendencies II. (20th-21st century);Toward Abstract;1350;1600;1028;1200;v;0;4,1;1,6512;4,45;1,099;3,35;1,3089;3;1,17;1,2;0,6156;4,273;1,7373;4,455;0,9342;3,545;1,3685;3,45;1,128;1,364;0,809;3,889;1,6159;4,444;1,3333;3,111;1,2693;2,44;1,014;1;0;http://library.artstor.org
51003;O`Keeffe, Georgia;1927;Abstraction Blue;Realistic tendencies II. (20th-21st century);Toward Abstract;1196;1600;897;1200;v;1;4,7;1,6783;4,7;1,1566;2,675;1,4676;2,64;1,228;1,217;0,758;4,683;1,7024;4,867;1,0965;2,4;1,2782;2,37;1,193;1,267;0,7561;4,717;1,6682;4,533;1,1998;2,95;1,599;2,92;1,211;1,167;0,7628;http://library.artstor.org
51004;O`Keeffe, Georgia;1939;White Bird of Paradise;Realistic tendencies II. (20th-21st century);Toward Abstract;1348;1600;1011;1200;v;0;4,4;1,5009;4,4;1,1877;3,3;1,5594;3,85;1,137;1,1;0,3078;4,7;1,7029;4,2;1,3984;3,3;1,4181;4,1;1,101;1,1;0,3162;4,1;1,2867;4,6;0,9661;3,3;1,767;3,6;1,174;1,1;0,3162;http://library.artstor.org
51005;O`Keeffe, Georgia;1921;Blue and Green Music;Realistic tendencies II. (20th-21st century);Toward Abstract;1347;1600;1010;1200;v;0;4,35;1,7852;3,8;1,1517;3,5;1,6384;3,25;1,118;1,35;0,8751;4,7;1,4944;3,9;1,3703;3,5;1,9003;3,6;1,35;1,7;1,1595;4;2,0548;3,7;0,9487;3,5;1,4337;2,9;0,738;1;0;http://library.artstor.org
51006;Picabia, Francis;1915;Very rare Picture in the World;Realistic tendencies II. (20th-21st century);Toward Abstract;1179;1600;884;1200;v;0;3,35;1,387;4,15;0,8127;3,25;1,0699;3,25;1,251;1,15;0,3663;3,3;1,4181;4,4;0,6992;3,1;1,1005;3,4;1,174;1,2;0,4216;3,4;1,4298;3,9;0,8756;3,4;1,075;3,1;1,37;1,1;0,3162;http://library.artstor.org
51007;Picabia, Francis;1919;The Child Carburetor;Realistic tendencies II. (20th-21st century);Toward Abstract;1250;1600;938;1200;v;0;3,5;1,539;4,05;0,7592;3,7;1,6255;2,7;1,261;1,65;1,268;3,778;1,7159;4,111;0,3333;3,667;1,8028;2,67;1,581;1,667;1,3229;3,273;1,4206;4;1;3,727;1,5551;2,73;1,009;1,636;1,2863;http://library.artstor.org
51008;Schamberg, Morton;1916;Painting VIII, Mechanical Abstraction;Realistic tendencies II. (20th-21st century);Toward Abstract;1071;1600;803;1200;v;0;3,45;1,7313;3,75;0,6387;3,2;1,3611;3,25;1,118;1,05;0,2236;3,3;2,0575;3,9;0,5676;3,5;1,5092;3,5;1,354;1,1;0,3162;3,6;1,4298;3,6;0,6992;2,9;1,1972;3;0,816;1;0;http://library.artstor.org
51009;Sheeler, Charles;1917;Flower Forms;Realistic tendencies II. (20th-21st century);Toward Abstract;1286;1600;964;1200;v;0;3,5;1,7918;3,95;1,099;3,6;1,4654;3,25;1,118;1,4;0,8208;3,5;1,8409;4,1;0,5676;4,1;1,3703;3,4;1,075;1,4;0,6992;3,5;1,8409;3,8;1,4757;3,1;1,4491;3,1;1,197;1,4;0,9661;http://library.artstor.org
51101;Ernst, Max;1959;Mundus est Fabula;Surrealistic tendencies;Toward Abstract;1988;1600;1491;1200;h;0;4;1,4142;3,65;1,1821;4,95;1,4318;5,65;0,933;1,15;0,4894;3,3;1,567;3,5;1,0801;5;1,3333;5,9;0,738;1,2;0,6325;4,7;0,8233;3,8;1,3166;4,9;1,5951;5,4;1,075;1,1;0,3162;http://library.artstor.org
51102;Gorky, Arshile;1938;Painting;Surrealistic tendencies;Toward Abstract;2503;1600;1877;1200;h;0;2,45;1,0501;3,45;0,8256;4,3;1,1743;3,35;1,424;1;0;2,636;1,1201;3,455;0,6876;4,545;1,1282;3,82;1,328;1;0;2,222;0,9718;3,444;1,0138;4;1,2247;2,78;1,394;1;0;http://library.artstor.org
51103;Gorky, Arshile;1944;The Liver is the cock`s comb;Surrealistic tendencies;Toward Abstract;2137;1600;1603;1200;h;0;3,7;1,78;4,05;1,191;5;1,3377;4,85;1,785;1,45;1,099;4,3;2,0028;4,3;1,2517;5,5;1,0801;5,7;1,16;1,6;1,2649;3,1;1,3703;3,8;1,1353;4,5;1,4337;4;1,944;1,3;0,9487;http://library.artstor.org
51104;Gottlieb, Adolph;1949;Man Looking at Woman;Surrealistic tendencies;Toward Abstract;2064;1600;1548;1200;h;0;3,45;1,7313;4,15;0,8751;3,7;1,0809;2,2;1,056;1,45;1,191;3,8;1,6193;4,4;0,6992;3,5;0,9718;2,4;0,966;1,6;1,5776;3,1;1,8529;3,9;0,9944;3,9;1,1972;2;1,155;1,3;0,6749;http://library.artstor.org
51105;Gottlieb, Adolph;1951;Tournament;Surrealistic tendencies;Toward Abstract;1922;1600;1442;1200;h;0;3;1,5218;4,15;0,9333;4,05;1,191;3,15;1,424;1,15;0,4894;3,727;1,2721;4,364;1,0269;4,182;0,8739;3,73;1,009;1,182;0,603;2,111;1,3642;3,889;0,7817;3,889;1,5366;2,44;1,59;1,111;0,3333;http://library.artstor.org
51106;Masson, André;1942;Meditation on an Oak Leaf;Surrealistic tendencies;Toward Abstract;1318;1600;984;1200;v;0;3,95;1,8489;3,55;1,3563;5,05;1,1459;5,2;1,361;1,8;1,5761;3,6;1,9551;3,5;1,0801;5,4;0,5164;5,3;1,418;2;1,633;4,3;1,767;3,6;1,6465;4,7;1,4944;5,1;1,37;1,6;1,5776;http://library.artstor.org
51107;Matta, Roberto;1941;Years of Fear;Surrealistic tendencies;Toward Abstract;2054;1600;1540;1200;h;1;3,392;1,9372;3,492;1,2702;5,117;1,1681;5,48;1,283;1,233;0,753;3;1,9744;3,25;1,1443;5,15;1,102;5,57;1,212;1,233;0,8309;3,783;1,8328;3,733;1,3513;5,083;1,2391;5,4;1,355;1,233;0,6731;http://library.artstor.org
51108;Matta, Roberto;1942;Here, Sir Fire, Eat;Surrealistic tendencies;Toward Abstract;1254;1600;941;1200;v;0;3,5;2,0131;3,65;1,1821;4,4;0,9947;5;1,214;1,25;0,5501;2,8;1,9889;3,3;1,1595;4,7;0,8233;5,1;1,37;1,4;0,6992;4,2;1,8738;4;1,1547;4,1;1,1005;4,9;1,101;1,1;0,3162;http://library.artstor.org
51109;Tanguy, Yves;1942;Slowly Toward the North;Surrealistic tendencies;Toward Abstract;1356;1600;1012;1200;v;0;3,9;1,619;3,4;1,3139;4,3;1,4903;4,9;1,071;1,35;0,9881;3,333;1,7321;3;1,3229;4,444;1,236;4,89;1,167;1;0;4,364;1,4334;3,727;1,2721;4,182;1,7215;4,91;1,044;1,636;1,2863;http://library.artstor.org
50829;Atkinson, Lawrence;1914-18;Vorticist Composition;Cubistic tendencies;Toward Abstract;1259;1600;942;1200;v;0;2,9;1,2524;3,8;0,6959;3,3;1,4903;3;1,777;1,2;0,6156;2,6;1,075;3,6;0,5164;3,5;1,6499;2,6;1,713;1,4;0,8433;3,2;1,3984;4;0,8165;3,1;1,3703;3,4;1,838;1;0;http://prometheus.uni-koeln.de/pandora/image/show/artemis-b9876855c35f9a5e5abf4b99709b790146d3b3d1
50830;Lewis, Percy Wyndham;1914-15;Untitled;Cubistic tendencies;Toward Abstract;1251;1594;942;1200;v;0;3,1;1,619;3,8;1,3992;4,45;1,7313;3,8;1,908;1,6;1,5694;3,556;1,5899;4,222;1,3944;4,222;1,3944;4;2,179;1,333;1;2,727;1,6181;3,455;1,3685;4,636;2,0136;3,64;1,748;1,818;1,94;http://prometheus.uni-koeln.de/pandora/image/show/artemis-c8ca63d5dcefd5097660f7f2e9afd123294343d9
50831;Saunders, Helen;1914-15;Vorticist Composition Black and Khaki;Cubistic tendencies;Toward Abstract;1094;1600;821;1200;v;0;3,15;1,8432;3,8;1,1965;4,3;1,1743;3,3;1,525;1,2;0,4104;2,5;1,7159;3,4;1,2649;4,6;0,8433;3,3;1,494;1,3;0,483;3,8;1,8135;4,2;1,0328;4;1,4142;3,3;1,636;1,1;0,3162;http://prometheus.uni-koeln.de/pandora/image/show/artemis-ad164c65e19a1700872a106cd9e5505256084008
50832;Saunders, Helen;1914-16;Vorticist Composition with Figure in Blue and Yellow;Cubistic tendencies;Toward Abstract;955;1599;717;1200;v;0;2,95;1,6376;4,1;0,5525;3,3;0,9234;3,2;0,951;1,4;1,046;2,8;1,6865;3,9;0,5676;3,4;0,8433;3,4;0,966;1,6;1,35;3,1;1,6633;4,3;0,483;3,2;1,0328;3;0,943;1,2;0,632;http://prometheus.uni-koeln.de/pandora/image/show/artemis-a0d0eb3cd3b390cae006f1e5f3f5f5d4b01b1e93
50833;Wadsworth, Edward;1915;Abstract Composition;Cubistic tendencies;Toward Abstract;2316;2796;994;1200;v;0;2,95;1,6376;3,85;1,2258;4,25;1,1642;4,2;1,642;1,4;1,095;3;2;4,1;1,4491;4,8;1,0328;4,6;1,713;1,4;0,966;2,9;1,2867;3,6;0,9661;3,7;1,0593;3,8;1,549;1,4;1,265;http://prometheus.uni-koeln.de/pandora/image/show/artemis-bcc0e218700ebdf2e68e618ce395d4ce3b187051
50901;Lissitzky, El (Eliezer);1922;Composition;Constructivist tendencies;Toward Abstract;1403;1600;1052;1200;v;0;3,25;1,9702;4,1;1,1192;3,25;1,6182;2;1,076;1,55;1,234;2,1;1,1972;3,6;0,9661;3,6;1,4298;2,1;1,197;1,4;0,966;4,4;1,9551;4,6;1,075;2,9;1,792;1,9;0,994;1,7;1,494;http://library.artstor.org
50902;Lissitzky, El (Eliezer);1922;Proun 19D;Constructivist tendencies;Toward Abstract;1621;1600;1216;1200;h;0;3,75;1,6182;4,3;0,8645;3,25;1,5853;3,65;1,631;2,05;1,877;4,2;2,0976;4,4;1,1738;3,9;1,8529;4,1;2,025;3;2,309;3,3;0,8233;4,2;0,4216;2,6;0,9661;3,2;1,033;1,1;0,316;http://library.artstor.org
50903;Lissitzky, El (Eliezer);before 1924;Proun (Project for Progress);Constructivist tendencies;Toward Abstract;1609;1600;1207;1200;h;0;2,55;1,3169;3,6;0,8826;4,05;1,4318;2,55;1,099;1,1;0,4472;2,556;1,1304;3,667;0,7071;4,333;1;2,67;1;1;0;2,545;1,5076;3,545;1,0357;3,818;1,7215;2,45;1,214;1,182;0,603;http://library.artstor.org
50904;Kandinsky, Wassily;1923;Composition VIII;Constructivist tendencies;Toward Abstract;2311;1600;1733;1200;h;0;3,95;1,8202;4,3;1,1743;4,6;1,2732;4,25;1,682;4,3;2,5976;3,3;1,767;3,9;1,4491;5,2;0,7888;4,2;1,989;5,2;2,3476;4,6;1,7127;4,7;0,6749;4;1,4142;4,3;1,418;3,4;2,6331;http://library.artstor.org
50905;Moholy-Nagy, Lazlo;1924;A II;Constructivist tendencies;Toward Abstract;1897;1600;1423;1200;h;0;3,5;1,9601;3,85;0,6708;3,65;1,3089;2,95;1,791;2,35;1,8994;2,909;2,0226;3,727;0,7862;4,091;1,3003;3,36;1,859;2,636;2,2033;4,222;1,7159;4;0,5;3,111;1,1667;2,44;1,667;2;1,5;http://library.artstor.org
50906;Moholy-Nagy, Lazlo;1925;Composition A XXI;Constructivist tendencies;Toward Abstract;1285;1600;964;1200;v;1;3,867;1,6497;4,192;0,8229;3,458;1,3466;2,81;1,292;2,542;2,0535;3,667;1,6433;4,1;0,7524;3,417;1,2661;2,83;1,368;2,85;2,0978;4,067;1,6454;4,283;0,8847;3,5;1,4321;2,78;1,223;2,233;1,9776;http://library.artstor.org
50907;Moholy-Nagy, Lazlo;1922;lis;Constructivist tendencies;Toward Abstract;1600;1600;1200;1200;V/H;0;3,25;1,8602;4,1;0,9119;3,2;1,1517;1,95;0,999;2,05;1,905;2,9;2,0248;4;1,1547;3;1,1547;1,8;0,789;2,4;2,5033;3,6;1,7127;4,2;0,6325;3,4;1,1738;2,1;1,197;1,7;1,0593; 
50908;Malewitsch, Kasimir;1915;Black Square, Blue Triangle;Constructivist tendencies;Toward Abstract;3127;3643;1030;1200;v;0;4,55;1,5381;4,55;0,9987;2,75;1,4464;1,4;0,995;1,6;1,3534;4,2;1,5492;4,3;0,8233;2,7;1,567;1,5;1,269;1,9;1,6633;4,9;1,5239;4,8;1,1353;2,8;1,3984;1,3;0,675;1,3;0,9487;http://library.artstor.org
50909;Malewitsch, Kasimir;1915;Schwarzes Quadrat;Constructivist tendencies;Toward Abstract;2535;2560;1188;1200;v;0;4,4;1,5009;3,85;1,1821;3,1;1,4105;2,95;1,504;1,75;1,5853;4;1,633;3,3;0,8233;2,6;0,9661;2,3;0,949;1,5;1,5811;4,8;1,3166;4,4;1,2649;3,6;1,6465;3,6;1,713;2;1,633;http://unidam.univie.ac.at
50910;Malewitsch, Kasimir;1915;Suprematische Komposition;Constructivist tendencies;Toward Abstract;2046;2560;959;1200;v;0;3,3;1,78;4,15;1,1367;3,45;1,7911;2,35;1,268;2,5;2,2361;4,1;2,0248;4,4;1,4298;4,6;1,6465;3;1,333;3,4;2,6331;2,5;1,0801;3,9;0,7379;2,3;1,0593;1,7;0,823;1,6;1,3499;http://unidam.univie.ac.at
50911;Malewitsch, Kasimir;1915;Supremus Nr. 50;Constructivist tendencies;Toward Abstract;2560;1733;1773;1200;h;0;2,15;1,3089;3,5;0,8272;3,1;1,7442;1,3;0,47;1,7;1,3803;2;1,118;3,778;0,441;2,667;1,5;1,22;0,441;1,444;1,0138;2,273;1,4894;3,273;1,009;3,455;1,9164;1,36;0,505;1,909;1,6404;http://unidam.univie.ac.at
50912;Itten, Johannes;unknown;Favorable Light;Constructivist tendencies;Toward Abstract;2212;1600;1659;1200;h;0;3,4;1,6983;4,65;1,1367;4;1,3377;2,2;1,24;1,5;1,2354;3,455;1,8091;4,455;1,3685;4,818;0,8739;2,73;1,421;1,273;0,6467;3,333;1,6583;4,889;0,7817;3;1,118;1,56;0,527;1,778;1,7159;http://library.artstor.org
50913;Moholy-Nagy, László;1920-22;Ungarische Felder;Constructivist tendencies;Toward Abstract;1849;1600;1387;1200;h;0;3,3;1,78;4,3;1,1743;4,1;1,1192;2,45;1,605;1,4;1,3917;2,8;1,3984;4;0,4714;4,2;0,7888;2,8;1,398;1,6;1,8974;3,8;2,044;4,6;1,5776;4;1,4142;2,1;1,792;1,2;0,6325;http://unidam.univie.ac.at
50914;Vantongerloo, Georges;1920;Study No. III;Constructivist tendencies;Toward Abstract;1156;1600;867;1200;v;0;3,3;1,7199;4,4;1,1425;3,65;1,2258;2,1;1,447;2;1,8353;3;1,5635;4,2;1,3166;3,9;0,8756;2,2;1,549;2,2;1,8135;3,6;1,8974;4,6;0,9661;3,4;1,5055;2;1,414;1,8;1,9322;http://library.artstor.org
50915;Mondrian, Piet;1929;Komposition in einem Viereck;Constructivist tendencies;Toward Abstract;2544;2560;1193;1200;v;0;3;1,5894;3,85;0,9881;3,3;1,3018;1,4;0,598;3,3;2,6378;3,111;1,3642;4;0,7071;3,444;0,8819;1,33;0,5;3,222;2,6352;2,909;1,8141;3,727;1,1909;3,182;1,6011;1,45;0,688;3,364;2,7667;http://unidam.univie.ac.at
50916;Mondrian, Piet;1941-42;New York;Constructivist tendencies;Toward Abstract;2497;2560;1170;1200;v;0;3,2;1,9084;4,25;0,7164;2,95;0,9987;1,6;0,883;2,25;2,0229;3,6;2,4129;4,4;0,9661;3,5;0,9718;2;1,054;2,6;2,4129;2,8;1,2293;4,1;0,3162;2,4;0,6992;1,2;0,422;1,9;1,5951;http://unidam.univie.ac.at
50917;Doesburg van, Theo;1924;Kontra-Komposition V;Constructivist tendencies;Toward Abstract;2552;2560;1194;1200;v;0;2,65;1,6311;4;0,6489;3,1;1,3338;1,4;0,598;2,6;2,1861;2,7;1,767;4;0,4714;3,4;1,3499;1,3;0,483;3;2,6247;2,6;1,5776;4;0,8165;2,8;1,3166;1,5;0,707;2,2;1,6865;http://unidam.univie.ac.at
50918;Doesburg van, Theo;1924;Kontra-Komposition X;Constructivist tendencies;Toward Abstract;2560;2558;1201;1200;h;0;3,15;2,0072;3,95;1,0501;3,55;1,2763;1,25;0,444;2,4;2,1619;3,091;2,1192;4;0,8944;3,364;1,3618;1,36;0,505;2,545;2,0181;3,222;1,9861;3,889;1,2693;3,778;1,2019;1,11;0,333;2,222;2,4381;http://unidam.univie.ac.at
50919;Feininger, Lyonell;1929;Glasscherbenbild;Constructivist tendencies;Toward Abstract;1403;1600;1046;1200;v;0;3,5;1,7014;4,4;0,5026;3,1;1,4105;3,25;1,41;1,3;0,9234;3,444;2,0683;4,222;0,441;2,889;1,3642;3,11;1,364;1,111;0,3333;3,545;1,4397;4,545;0,5222;3,273;1,4894;3,36;1,502;1,455;1,2136;http://unidam.univie.ac.at
50920;Kandinsky, Wassily;1933;Pink Compensation (Ausgleichrosa);Constructivist tendencies;Toward Abstract;1267;1600;950;1200;v;1;3,417;1,5588;4,283;0,8714;4,05;1,3649;3,77;1,684;1,425;1,0097;3,467;1,6921;4,35;0,9356;4,267;1,326;4,07;1,666;1,483;0,9828;3,367;1,4258;4,217;0,8045;3,833;1,3798;3,47;1,662;1,367;1,041;http://library.artstor.org
50921;Kandinsky, Wassily;1933;Soft Harshness;Constructivist tendencies;Toward Abstract;1144;1600;858;1200;v;0;2,8;1,6416;3,6;1,1425;3,65;1,268;2,4;0,995;1,35;0,9333;2,6;1,5776;3,4;1,2649;3,9;1,1972;2,3;0,949;1,3;0,9487;3;1,7638;3,8;1,0328;3,4;1,3499;2,5;1,08;1,4;0,9661;http://library.artstor.org
50922;Klee, Paul;1922;Red Balloon;Constructivist tendencies;Toward Abstract;1534;1600;1150;1200;v;0;3,9;1,944;4,3;1,5252;2,95;1,191;2,6;1,314;1,8;1,4726;4,1;2,4244;4,8;1,3984;3;1,1547;3;1,633;1,9;1,5239;3,7;1,4181;3,8;1,5492;2,9;1,2867;2,2;0,789;1,7;1,4944;http://library.artstor.org
50923;Klee, Paul;1922;Senecio (Tiny Old Man);Constructivist tendencies;Toward Abstract;1496;1600;1122;1200;v;0;3,65;1,927;4,2;1,2814;3,95;1,5035;3,15;1,387;2,05;1,6051;4;2,1602;4,4;0,9661;3,9;1,9692;3,3;1,494;2,6;1,8974;3,3;1,7029;4;1,5635;4;0,9428;3;1,333;1,5;1,0801;http://library.artstor.org
50924;Klee, Paul;1933;Fire at Full Moon;Constructivist tendencies;Toward Abstract;2098;1600;1574;1200;h;0;3,05;1,5035;4,15;0,8127;3,55;1,191;3,5;1,638;1,55;1,3945;2,909;1,446;3,909;0,8312;3,545;1,2933;4,09;1,64;1,364;0,6742;3,222;1,6415;4,444;0,7265;3,556;1,1304;2,78;1,394;1,778;1,9861;http://library.artstor.org
50925;Albers, Josef;1931;Steps;Constructivist tendencies;Toward Abstract;2068;1600;1551;1200;h;0;4,15;1,7554;4,5;0,9459;3,5;1,539;2,4;1,635;1,45;1,2763;4,3;1,3375;4,4;0,6992;3,8;1,1353;2,6;1,955;1,8;1,7512;4;2,1602;4,6;1,1738;3,2;1,8738;2,2;1,317;1,1;0,3162;http://library.artstor.org
50926;Albers, Josef;1935;Angular;Constructivist tendencies;Toward Abstract;1978;1600;1484;1200;h;0;3,25;1,6819;4,15;0,8127;3,65;1,6631;2,25;1,293;1,6;1,5694;3;1,6997;4,1;0,8756;3,3;1,4944;1,9;1,197;2;2,1082;3,5;1,7159;4,2;0,7888;4;1,8257;2,6;1,35;1,2;0,6325;http://library.artstor.org
50927;Albers, Josef;1936;Prismatic II;Constructivist tendencies;Toward Abstract;1701;1600;1276;1200;h;0;3,15;1,4244;3,75;0,9665;2,7;1,1743;1,7;1,031;1,15;0,6708;2,889;1,0541;3,889;0,6009;2,556;1,1304;1,44;1,014;1;0;3,364;1,6895;3,636;1,206;2,818;1,2505;1,91;1,044;1,273;0,9045;http://library.artstor.org
50928;Gallatin, Albert Eugene;1937-38;Room Space;Constructivist tendencies;Toward Abstract;1306;1600;980;1200;v;0;2,55;1,2763;3,95;0,7592;2,9;1,3338;1,75;0,967;1,2;0,6156;2,455;1,2933;3,636;0,6742;3,182;1,4709;2,09;1,044;1,364;0,809;2,667;1,3229;4,333;0,7071;2,556;1,1304;1,33;0,707;1;0;http://library.artstor.org
50929;Freundlich, Otto;1930;Komposition;Constructivist tendencies;Toward Abstract;1129;1600;847;1200;v;0;3,55;1,6051;4,45;0,7592;3,55;1,5035;2,85;1,424;2,1;2,174;3,6;1,5055;4,5;0,7071;3,7;1,6364;2,8;1,476;2,5;2,4608;3,5;1,7795;4,4;0,8433;3,4;1,4298;2,9;1,449;1,7;1,8886;http://www.kettererkunst.de/kunst/kd/details.php?obnr=113001132&anummer=406
